location,mean_lat,mean_lon,listing_count
rehman housing society,31.473392,74.297295,1
erum villas,24.896713,67.076658,1
nazimabad villas,31.40258,73.06144,1
nazim-ud-din road,33.686443,73.011948,1
naveed garden,31.463393,73.158198,1
karakoram enclave 1,33.681755,72.985775,1
"karachi, sindh",24.862336,67.013893,1
karachi golf city,25.066076,67.481782,1
kallar syedan,33.415252,73.377829,1
ryaz ul jannah,31.477812,73.058962,1
hall road,31.564477,74.318644,1
h-8,33.67964,73.068867,1
kahuta road,33.526585,73.470111,1
kacheri chowk,33.585584,73.06748,1
nabha road,31.565723,74.307428,1
canal view hosuing scheme,31.329825,73.049545,1
c-19,33.658424,72.813134,1
mustafa abad,31.257849,74.42025,1
murababad,31.449936,73.036973,1
munir garden,31.48803711,74.2332077,1
mughal abad road,33.585741,73.035198,1
montgomery road,31.567128,74.327763,1
mominpur,31.6012,74.416051,1
momin pura,33.608472,73.049548,1
defence fort,31.460255,74.365033,1
alpha society,31.486723,74.284694,1
alia town,31.60557,74.380595,1
sangjani,33.674783,72.847924,1
bilal town,24.876259,67.171167,1
harchan pura,31.412989,73.064954,1
hakim muhammad ajmal khan road,33.614271,73.059391,1
hajveeri town,31.436719,73.095975,1
haji park housing scheme,31.415379,74.341435,1
riaz qureshi road,33.573185,73.058828,1
rewaz garden,31.559585,74.303647,1
rehmanabad,33.636516,73.075168,1
asif colony,31.596796,74.38581,1
ashrafi town,31.291589,74.216466,1
ashraf garden,31.588834,74.471097,1
ar cottages,31.495734,74.426671,1
samsani road,31.48499746,74.25933972,1
samanzar colony,31.508534,74.252643,1
faisal valley,31.458629,73.163454,1
alhamra avenue,33.624947,73.257129,1
al-wahab garden - phase 1,31.625415,74.223201,1
al-kareem premier housing scheme,31.553473,74.409466,1
gulshan-e-riaz,31.412769,74.214792,1
gulshan-e-mustafa housing society,31.451373,74.290519,1
gulshan-e-jami,24.911917,67.19947,1
gulshan-e-habib,31.44912,73.10726,1
gulshan-e-ghazian,24.996614,67.135509,1
gulshan-e-faisal,24.835748,67.028184,1
shah dara,33.779001,73.169529,1
millat chowk,31.447442,73.096751,1
meraj park,31.505806,74.263532,1
data ganj bakhsh town,31.59058077,74.32672062,1
kareem garden,31.362637,73.14266,1
mohlanwal scheme,31.403795,74.172728,1
chak bahga,31.481746,73.172364,1
chak 8 jb punj garain,31.483137,73.045764,1
chak 279/rb kalan,31.421888,73.056843,1
chak 208 rb dogranwala,31.425148,73.161879,1
jewa town,31.417283,74.289862,1
heir,31.407676,74.490373,1
nha housing society,33.543684,73.213234,1
nfc 2,31.36366,74.155076,1
new airport town,33.536975,72.866518,1
neela gumbad,31.5724039,74.30893611,1
c-14,33.681537,72.903889,1
blue bell residency,24.837117,67.035573,1
birdwood road,31.546954,74.32336,1
"faisalabad, punjab",31.42221791,73.08895111,1
faisalabad sangla hill road,31.500963,73.148908,1
sihala valley,33.551548,73.212615,1
sihala,33.545091,73.196883,1
siddiqia society (college road),31.427388,74.288086,1
siddiqia mill colony,31.39042473,73.0901413,1
shamkay bhattian,31.33229,74.109334,1
shahtaj colony,31.488846,74.370232,1
shahra-e-liaquat,24.856768,67.016451,1
shahra-e-jahangir,24.91859818,67.07333374,1
gulshan-e-ali housing scheme,31.365319,73.13608,1
farid court road,31.561621,74.310942,1
fareed town,31.40616705,73.13446015,1
central avenue,33.604959,72.840171,1
marir hassan,33.59674,73.06654,1
marir,33.606256,73.068688,1
sir syed road,33.590512,73.062434,1
al raheem town,31.645929,74.285002,1
gulshan farooq scheme,31.574736,74.396124,1
gulnishan park,31.403397,74.231404,1
gulgasht colony,31.389349,73.104162,1
gulfishan town,31.63473,74.212122,1
kacha lawrence road,31.547727,74.326054,1
jumma market,33.652557,73.067955,1
real cottages,31.488004,74.408813,1
rawat industrial estate,33.518034,73.24439,1
rang mahal,31.583215,74.318558,1
dijkot road,31.40529,73.068355,1
humaira town,24.910078,67.200003,1
hoshang road,24.843565,67.031274,1
raja park,31.382292,73.049591,1
jhang bazar,31.416576,73.076872,1
jhanda chichi,33.5908138,73.07496071,1
malipura,31.583763,74.299972,1
khurrianwala town,31.502239,73.270125,1
damba,24.97252,67.259372,1
khawaja ahmed hassan road,31.552949,74.401519,1
kharak,31.507215,74.264848,1
khaira,31.58489804,74.49789033,1
meharpura,31.508276,74.255176,1
mauripur road,24.863855,66.986321,1
mateen garden,31.6503,74.27006,1
banni chowk,33.621557,73.062,1
nooriabad,25.158484,67.798475,1
jamia masjid road,33.620187,73.058126,1
bethsaida colony,33.602574,73.000667,1
begum kot,31.617325,74.267029,1
beadon road,31.564148,74.321737,1
kacha road,31.436153,74.31717,1
mason road,31.552592,74.322788,1
maryam town,31.287076,74.228084,1
akbar chowk,31.43963,73.104996,1
sundar,31.354494,74.126946,1
gujjar colony,31.415186,74.327831,1
gujjar chowk,24.854426,67.08511,1
firdous colony,31.544817,74.280543,1
ferozepur city,31.308609,74.394432,1
federal government employees housing foundation,33.674432,73.025207,1
fateh villas,31.422382,74.33652,1
green hills housing scheme,33.782748,73.235124,1
sultan colony,31.469192,74.42919,1
steam power station colony,31.451071,73.143611,1
baba fareed road,31.405391,73.133347,1
raja colony,31.427748,73.05451,1
railway road,31.417258,73.086776,1
railway officers colony,31.486266,74.356027,1
quaid-e-azam park,31.40945,73.062918,1
ptv colony,33.740507,73.196239,1
prem nagar,31.560838,74.299722,1
jagiot road,33.676393,73.214595,1
paf residential area,33.607775,73.078176,1
country homes,31.432864,74.470113,1
khokhar town,31.583992,74.287738,1
madina homes,31.425357,74.362532,1
madar-e-millat road,31.442025,74.317221,1
lytton road,31.55348121,74.31272909,1
lower mall,31.566031,74.304471,1
t & t colony,33.592548,73.045989,1
akbar town,33.722756,73.077663,1
akbar colony,31.40288,73.128334,1
government transport headquarters cooperative housing society,31.404044,74.398213,1
cmh road,33.580629,73.049434,1
kohati bazar,33.62191,73.064306,1
kiyani road,33.575551,73.048811,1
gobal town,24.966257,67.088202,1
ghalib colony,31.529458,74.299936,1
bahria education & medical city,31.296155,74.319888,1
bahar shah road,31.545321,74.403682,1
opf valley,33.582412,73.241898,1
dhok babu irfan,33.654155,73.072146,1
dhanola,31.510399,73.10851,1
jaranwala town,31.28290022,73.28665104,1
japan road,33.568905,73.22962,1
"islamabad, islamabad capital",33.74946419,73.06114197,1
islamabad view valley,33.489352,72.72696,1
islamabad enclave,33.689522,73.265803,1
ahsan grand city,24.9867,67.166462,1
ahmed town,33.531531,72.831454,1
ataturk avenue,33.725143,73.09157,1
dhok piran faqiran,33.606435,73.080279,1
park view,33.562418,73.08088,1
park enclave,33.671497,73.16627,1
pidc,24.972715,67.142279,1
tahir villa,24.932322,67.059611,1
abid majeed road,33.5868244,73.02960926,1
vital homes housing scheme,31.427946,74.343731,1
gangaal,33.308624,72.843267,1
gadap road,25.053956,67.253365,1
zaitoon colony,31.58541,74.40901,1
victoria heights,33.652644,73.098387,1
urdu bazar,31.574779,74.309623,1
wyeth employees coop housing,31.379947,74.247358,1
wocland villas,31.395691,74.24882,1
